Region,Habitat,Station,Minute,Date,Start time,Start longitude,Start latitude,End time,End longitude,End latitude,TransectLength_m,AvWidth_m,SurveyArea_m,AvDepth_m,%LCF,%DCF,%CFW,%SEDIMENT+CR,%SEDIMENT, %CR,LEPNO,LEPWEIGHT,SYNNO,SYNWEIGHT,SIGNO,MORANO,MORAWEIGHT,CHIMNO,CHIMWEIGHT,HELINO,HELIWEIGHT,LOPHINO,LOPHIWEIGH,MOLVANO,MOLVAWEIGH,BROSMENO,BROSMEWEIG,HOPLONO,HOPLOWEIGH,PHYCISNO,PHYCISWEIG,PSEUDONO,RAJANO,ALLNO,ALLWEIGHT
Belgica Mound,OM,17,46-50,02/10/2011,15:13:00,-11.6974,51.5109,15:18:00,-11.699,51.5117,146.42,0.996,146.51,792.5465,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,OM,17,51-55,02/10/2011,15:18:00,-11.699,51.5117,15:23:00,-11.7009,51.5126,173.5,1.2,208.01,787.802,0,0,0,100,100,0,1,0.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.51
Belgica Mound,OM,17,56-60,02/10/2011,15:23:00,-11.7009,51.5126,15:28:00,-11.7027,51.5135,162.05,1.24,197.99,782.481,0,0,0,100,100,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06
Belgica Mound,OM,17,61-65,02/10/2011,15:28:00,-11.7027,51.5135,15:33:00,-11.7043,51.5143,153.49,0.976,145.14,779.337,0,0,0,100,100,0,1,0.11,1,0.01,0,0,0,1,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.31
Belgica Mound,OM,17,66-70,02/10/2011,15:33:00,-11.7043,51.5143,15:38:00,-11.7059,51.5152,155,1.016,157.72,777.97,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Belgica Mound,OM,17,71-75,02/10/2011,15:38:00,-11.7059,51.5152,15:43:00,-11.7076,51.5161,152.73,1.222,189.87,779.0045,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53,0,0,0,0,0,0,0,0,1,0.53
Belgica Mound,OM,17,76,02/10/2011,15:43:00,-11.7076,51.5161,15:44:00,-11.7078,51.5163,13.1,0.9,11.73,780.5475,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,OM,21,1-5,03/10/2011,07:17:00,-11.6917,51.5187,07:22:00,-11.6916,51.5179,122.88,1.866,245.91,763.282,0,0,0,80,100,0,1,0.32,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.32
Belgica Mound,OM,21,6-10,03/10/2011,07:22:00,-11.6916,51.5179,07:27:00,-11.692,51.5166,151.55,2.446,372.28,767.6585,0,0,0,100,100,0,3,1.11,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.12
Belgica Mound,OM,21,11-15,03/10/2011,07:27:00,-11.692,51.5166,07:32:00,-11.6929,51.5156,143.54,1.554,224.81,773.0365,0,0,0,100,100,0,1,0.13,1,0.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.14
Belgica Mound,OM,21,16-20,03/10/2011,07:32:00,-11.6929,51.5156,07:37:00,-11.6939,51.5146,137.66,1.608,224.28,778.6855,0,0,0,100,100,0,0,0,2,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02
Belgica Mound,OM,21,21-25,03/10/2011,07:37:00,-11.6939,51.5146,07:42:00,-11.6942,51.5135,136.22,1.892,264.18,782.959,0,0,0,100,100,0,2,0.14,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.14
Belgica Mound,OM,21,26-30,03/10/2011,07:42:00,-11.6942,51.5135,07:47:00,-11.6948,51.5123,142.4,1.71,244.54,788.1695,0,0,0,100,100,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Belgica Mound,OM,21,31-35,03/10/2011,07:47:00,-11.6948,51.5123,07:52:00,-11.6951,51.511,150.62,1.704,257.64,793.145,0,0,0,100,100,0,5,0.81,3,0.01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.82
Belgica Mound,OM,21,36-40,03/10/2011,07:52:00,-11.6951,51.511,07:57:00,-11.696,51.5096,167.91,1.742,300.36,798.635,0,0,0,100,100,0,2,0.28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.28
Belgica Mound,OM,21,41-45,03/10/2011,07:57:00,-11.696,51.5096,08:02:00,-11.6968,51.5084,147.41,1.24,181.57,803.2875,0,0,0,100,100,0,1,0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05
Belgica Mound,OM,21,46-50,03/10/2011,08:02:00,-11.6968,51.5084,08:07:00,-11.6975,51.5075,118.87,1.07,128.19,807.0475,0,0,0,100,100,0,1,0.04,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05
Belgica Mound,OM,21,51-55,03/10/2011,08:07:00,-11.6975,51.5075,08:12:00,-11.6988,51.5065,151.51,1.458,228.8,810.8215,0,0,0,100,100,0,2,0.47,2,0.01,2,1,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.12
Belgica Mound,OM,21,56-60,03/10/2011,08:12:00,-11.6988,51.5065,08:17:00,-11.6987,51.5054,128.26,1.14,143.75,814.1135,0,0,0,100,100,0,4,0.54,4,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.58
Belgica Mound,OM,21,61-65,03/10/2011,08:17:00,-11.6987,51.5054,08:22:00,-11.6992,51.5039,185.15,2.37,433.56,817.2155,0,0,0,100,100,0,4,0.78,4,0.02,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.8
Belgica Mound,OM,21,66-70,03/10/2011,08:22:00,-11.6992,51.5039,08:27:00,-11.7002,51.5023,184.63,2.538,471.2,822.303,0,0,0,100,100,0,1,0.12,4,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.21
Belgica Mound,OM,21,71-73,03/10/2011,08:27:00,-11.7002,51.5023,08:30:00,-11.7009,51.5014,112.08,2.813333333,324.74,826.9458333,0,0,0,100,100,0,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1
Belgica Mound,GM,28,1-5,03/10/2011,18:50:00,-11.739,51.4521,18:55:00,-11.739,51.4521,103.88,1.482,149.11,917.0825,1.6,3.6,5.4,94.2,93.442,1.054,3,0.5,3,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.57
Belgica Mound,GM,28,6-10,03/10/2011,18:55:00,-11.739,51.4521,19:00:00,-11.7418,51.4518,195.46,2.476,502.5,921.1585,0.2,11.4,12.2,86.8,72.36,15.036,2,0.99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.99
Belgica Mound,GM,28,11-15,03/10/2011,19:00:00,-11.7418,51.4518,19:05:00,-11.7438,51.4517,135.58,1.876,255.7,914.448,0,9.4,9.6,89.4,71.608,18.418,5,2.53,0,0,1,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.73
Belgica Mound,GM,28,16-20,03/10/2011,19:05:00,-11.7438,51.4517,19:10:00,-11.7453,51.4518,124.87,1.354,172.96,904.8485,2.2,27.6,30,69.2,55.93,13.648,7,0.82,0,0,0,0,0,0,0,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,8,1
Belgica Mound,GM,28,21-25,03/10/2011,19:10:00,-11.7453,51.4518,19:15:00,-11.7474,51.4517,149.44,2.056,311.4,881.7885,1,19.2,20.4,78.6,62.402,16.874,8,0.88,2,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.92
Belgica Mound,GM,28,26-30,03/10/2011,19:15:00,-11.7474,51.4517,19:20:00,-11.7495,51.4517,153.35,1.778,270.05,831.875,0.8,21.4,22.6,76.4,61.78,14.928,8,0.9,17,0.19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.09
Belgica Mound,GM,28,31-35,03/10/2011,19:20:00,-11.7495,51.4517,19:25:00,-11.7513,51.4517,134.82,1.476,203.88,799.4735,6.4,45.6,52.6,46.4,25.544,21.38,5,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.62
Belgica Mound,GM,28,36-40,03/10/2011,19:25:00,-11.7513,51.4517,19:30:00,-11.753,51.4518,121.72,1.882,231.39,787.788,9.6,70.4,80.6,18.6,6.512,12.53,9,2.4,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2.42
Belgica Mound,GM,28,41-45,03/10/2011,19:30:00,-11.753,51.4518,19:35:00,-11.7551,51.4517,153.35,1.854,294.69,795.8175,3.2,26.6,30,69.2,8.41,60.974,12,2.13,0,0,0,0,0,0,0,0,0,1,16.06,0,0,0,0,0,0,0,0,0,0,13,18.19
Belgica Mound,GM,28,46-49,03/10/2011,19:35:00,-11.7551,51.4517,19:39:00,-11.7565,51.4518,83.16,2.145,180.08,846.6225,1.75,31.75,33.75,40.75,13.57666667,41.02333333,10,1.69,0,0,0,0,0,0,0,0,0,1,17.09,0,0,0,0,0,0,0,0,0,0,11,18.78
Belgica Mound,TM,37,1-5,22/10/2009,15:04:26,-11.76336033,51.42738715,15:09:27,-11.763941,51.42713,67.94,3.58,243.39,957.88,0,6,6,93.2,NA,NA,1,0.03,0,0,0,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,2,0.12
Belgica Mound,TM,37,6-10,22/10/2009,15:09:27,-11.763941,51.42713,15:14:27,-11.765001,51.427078,93.99,2.97,278.89,961.51,0,6.8,6.8,92.4,NA,NA,5,0.35,1,0.01,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.4
Belgica Mound,TM,37,11-15,22/10/2009,15:14:27,-11.765001,51.427078,15:19:27,-11.765882,51.427366,81.63,1.1,90.12,960.85,0.2,13.8,14.2,84.8,NA,NA,6,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.34
Belgica Mound,TM,37,16-20,22/10/2009,15:19:27,-11.765882,51.427366,15:24:27,-11.767011,51.427344,89.64,2.21,197.95,953.26,0,4.4,4.4,95,NA,NA,7,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.37
Belgica Mound,TM,37,21-25,22/10/2009,15:24:27,-11.767011,51.427344,15:29:27,-11.768676,51.42752,124.53,2.75,342.72,940.39,0,11,11,88,NA,NA,8,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.67
Belgica Mound,TM,37,26-30,22/10/2009,15:29:27,-11.768676,51.42752,15:34:27,-11.769982,51.427315,116.24,1.53,178.02,935.13,1,22.6,24.2,75.4,NA,NA,7,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.49
Belgica Mound,TM,37,31-35,22/10/2009,15:34:27,-11.769982,51.427315,15:39:27,-11.771118,51.427507,110.85,2.67,296.48,942.37,1.4,43.4,45.4,53.8,NA,NA,11,0.85,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.92
Belgica Mound,TM,37,36-40,22/10/2009,15:39:27,-11.771118,51.427507,15:44:27,-11.772923,51.427483,139.86,2.47,344.92,973.485,3.4,36.4,40.2,59,NA,NA,7,0.2,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,8,0.25
Belgica Mound,TM,37,41-45,22/10/2009,15:44:27,-11.772923,51.427483,15:49:27,-11.774052,51.42739,137.85,1.7,233.71,988.605,22,60.4,82.4,17,NA,NA,4,0.24,0,0,0,1,0.83,0,0,3,0.52,0,0,0,0,0,0,0,0,0,0,0,0,8,1.6
Belgica Mound,TM,37,46-50,22/10/2009,15:49:27,-11.774052,51.42739,15:54:27,-11.775138,51.427721,114.21,3.156,362.36,1013.45,13.6,57.6,71.6,28,NA,NA,7,0.91,0,0,0,0,0,0,0,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0,8,1.17
Belgica Mound,TM,37,51-55,22/10/2009,15:54:27,-11.775138,51.427721,15:59:27,-11.77616,51.427623,126.24,3.316,407.46,1007.84,14.2,64.2,78.8,20.2,NA,NA,4,0.25,0,0,0,3,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.1
Belgica Mound,TM,37,56-60,22/10/2009,15:59:27,-11.77616,51.427623,16:04:27,-11.777151,51.426664,150.04,2.97,445.21,985.82,10,58.4,68.6,30.6,NA,NA,7,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.57
Belgica Mound,TM,37,61-65,22/10/2009,16:04:27,-11.777151,51.426664,16:09:27,-11.778821,51.427324,180.5,2.79,504.07,996.65,1.6,24.8,27,72.8,NA,NA,8,0.76,0,0,0,1,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.26
Belgica Mound,TM,37,66-70,22/10/2009,16:09:27,-11.778821,51.427324,16:14:27,-11.780298,51.427901,141.09,3.17,446.57,1007.84,2.6,9.6,12.4,86.6,NA,NA,9,0.77,0,0,0,2,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.71
Belgica Mound,TM,37,71-75,22/10/2009,16:14:27,-11.780298,51.427901,16:19:27,-11.782083,51.427636,140.36,1.51,211.55,1017.74,2.2,13.6,16.4,82.8,NA,NA,1,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22
Belgica Mound,TM,37,76-80,22/10/2009,16:19:27,-11.782083,51.427636,16:24:27,-11.784363,51.427561,162.73,2.79,454.43,1024.01,1.2,4.4,5.8,93.8,NA,NA,3,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.18
Belgica Mound,TM,37,81-85,22/10/2009,16:24:27,-11.784363,51.427561,16:29:27,-11.785659,51.428372,145.52,2.71,394.74,1025.32,0,5.2,5.2,94.2,NA,NA,5,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.29
Belgica Mound,TM,37,86-90,22/10/2009,16:29:27,-11.785659,51.428372,16:34:27,-11.78722,51.428305,114.31,1.94,221.52,1026.92,3.2,6.4,9.6,89.4,NA,NA,3,0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.13
Belgica Mound,TM,37,91,22/10/2009,16:34:27,-11.78722,51.428305,16:35:27,-11.787593,51.428389,27.49,3.17,87,1029.85,0,7,7,92,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,GM,42,1-5,23/10/2009,10:39:15,-11.759954,51.461812,10:44:30,-11.759147,51.460867,160.06,2.266,360.05,943.24,0.6,28.1,28.9,70.9,NA,NA,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07
Belgica Mound,GM,42,6-10,23/10/2009,10:44:30,-11.759147,51.460867,10:49:30,-11.758315,51.459738,143.85,1.276,183.59,927.07,3,23.6,26.8,72.8,NA,NA,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03
Belgica Mound,GM,42,11-15,23/10/2009,10:49:30,-11.758315,51.459738,10:54:30,-11.757541,51.458369,165.97,1.314,221.68,905.75,7.6,39,47,52.8,NA,NA,3,0.09,0,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,4,0.1
Belgica Mound,GM,42,16-20,23/10/2009,10:54:30,-11.757541,51.458369,10:59:30,-11.756655,51.457069,157.27,2.052,330.41,881.06,14.6,46.4,61.2,38.4,NA,NA,3,0.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.26
Belgica Mound,GM,42,21-25,23/10/2009,10:59:30,-11.756655,51.457069,11:04:30,-11.755925,51.455964,134.02,1.208,159.02,854.25,13.4,56,70,29.2,NA,NA,3,0.25,0,0,0,1,3.98,0,0,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,5,4.34
Belgica Mound,GM,42,26-30,23/10/2009,11:04:30,-11.755925,51.455964,11:09:30,-11.754864,51.454565,172.1,2.606,453.65,824.96,15.6,55,71,28.4,NA,NA,5,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.49
Belgica Mound,GM,42,31-35,23/10/2009,11:09:30,-11.754864,51.454565,11:14:30,-11.753515,51.453485,153.32,1.656,266.77,815.17,13.2,77.6,90.8,8.4,NA,NA,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.5
Belgica Mound,GM,42,36-40,23/10/2009,11:14:30,-11.753515,51.453485,11:19:30,-11.75252,51.452226,160.5819072,2.68,439.4002928,637.94,11.8,64,76.2,3.4,NA,NA,5,0.46,0,0,0,0,0,0,0,0,0,2,7.6,0,0,0,0,0,0,0,0,0,0,7,8.06
Belgica Mound,GM,42,41-45,23/10/2009,11:19:30,-11.75252,51.452226,11:24:30,-11.752443,51.450821,159.76,1.806,286.66,786.8,10.8,82.2,93.4,5.6,NA,NA,5,0.37,0,0,0,0,0,0,0,1,0.43,2,28.07,0,0,0,0,0,0,0,0,0,0,8,28.87
Belgica Mound,GM,42,46-50,23/10/2009,11:24:30,-11.752443,51.450821,11:29:30,-11.752428,51.449202,183.57,1.758,322.13,796.28,16.4,76.2,93.2,6,NA,NA,12,0.67,0,0,1,1,0.47,0,0,2,0.66,5,75.83,0,0,0,0,0,0,0,0,1,0,22,77.62
Belgica Mound,GM,42,51-55,23/10/2009,11:29:30,-11.752428,51.449202,11:34:30,-11.751385,51.447562,197.06,2.916,576.94,838.06,22.2,66,88.8,10.6,NA,NA,7,0.59,0,0,0,0,0,0,0,0,0,2,34.01,0,0,0,0,0,0,0,0,0,0,9,34.6
Belgica Mound,GM,42,56-60,23/10/2009,11:34:30,-11.751385,51.447562,11:39:30,-11.750309,51.445665,223.73,3.268,731.55,874.96,3.4,43.6,47.2,51.8,NA,NA,20,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.34
Belgica Mound,GM,42,61-65,23/10/2009,11:39:30,-11.750309,51.445665,11:44:30,-11.749322,51.443627,237.02,2.21,522.92,887.77,7.8,25.2,33.8,65.4,NA,NA,11,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.48
Belgica Mound,GM,42,66-70,23/10/2009,11:44:30,-11.749322,51.443627,11:49:30,-11.748379,51.441571,237.87,2.798,665.9,896.62,1.8,11,13,86.4,NA,NA,12,0.89,0,0,0,4,1.61,1,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3.16
Belgica Mound,GM,42,71-75,23/10/2009,11:49:30,-11.748379,51.441571,11:54:30,-11.747449,51.439613,227.14,2.182,496.07,911.82,0,3.4,3.4,95.8,NA,NA,5,0.45,0,0,0,3,1.96,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2.66
Belgica Mound,GM,42,76-80,23/10/2009,11:54:30,-11.747449,51.439613,11:59:30,-11.746598,51.437796,210.57,2.194,461.59,919.45,0.2,0.6,1.2,98,NA,NA,5,0.35,0,0,0,0,0,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.54
Belgica Mound,GM,42,81-85,23/10/2009,11:59:30,-11.746598,51.437796,12:04:30,-11.745564,51.435997,212.71,1.138,240.53,925.55,0.6,0.8,1.8,97.2,NA,NA,7,0.67,1,0.02,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.19
Belgica Mound,GM,42,86-90,23/10/2009,12:04:30,-11.745564,51.435997,12:09:29,-11.744498,51.434197,213.48,1.338,285.29,931.03,0,0.2,0.4,99.4,NA,NA,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5
Belgica Mound,GM,42,91,23/10/2009,12:09:29,-11.744498,51.434197,12:10:29,-11.74446,51.433855,38.16,1.71,65.29,935,0,0,0,99,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,PM,47,1-5,23/10/2009,19:10:30,-11.69304063,51.46015692,19:15:30,-11.694931,51.459355,159.41,2.97,473.01,705.07,0,0,0,100,NA,NA,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1
Belgica Mound,PM,47,6-10,23/10/2009,19:15:30,-11.694931,51.459355,19:20:30,-11.697067,51.458427,181.8,2.09,379.36,688.24,0,0,0,100,NA,NA,3,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.23
Belgica Mound,PM,47,11-15,23/10/2009,19:20:30,-11.697067,51.458427,19:25:30,-11.69896,51.457515,167.44,2.26,378.53,684.1,0,0,0,100,NA,NA,3,0.24,0,0,1,2,1.67,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,7,1.99
Belgica Mound,PM,47,16-20,23/10/2009,19:25:30,-11.69896,51.457515,19:30:30,-11.700725,51.456591,160.48,2.04,327.71,682.38,0,0,0,100,NA,NA,7,0.9,0,0,0,2,1.05,0,0,0,0,0,0,0,0,0,0,7,22.3,0,0,0,0,16,24.24
Belgica Mound,PM,47,21-25,23/10/2009,19:30:30,-11.700725,51.456591,19:35:30,-11.702736,51.455436,190.83,2.75,525.18,684.35,0,0,0,100,NA,NA,12,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.22,0,0,0,0,14,10.41
Belgica Mound,PM,47,26-30,23/10/2009,19:35:30,-11.702736,51.455436,19:40:30,-11.701472,51.454322,165.7,0.84,138.61,681.9,0,0,0,100,NA,NA,2,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.26
Belgica Mound,PM,47,31-35,23/10/2009,19:40:30,-11.701472,51.454322,19:45:30,-11.700808,51.45351,109.67,2.57,281.41,698.49,0,0,0,100,NA,NA,3,0.43,0,0,0,0,0,0,0,2,0.47,0,0,0,0,0,0,0,0,0,0,0,0,5,0.91
Belgica Mound,PM,47,36-40,23/10/2009,19:45:30,-11.700808,51.45351,19:50:30,-11.700496,51.452068,167.16,3.17,529.06,722.64,0,0,0,100,NA,NA,8,1.16,0,0,0,0,0,0,0,1,0.22,0,0,0,0,0,0,4,9.19,0,0,0,0,13,10.57
Belgica Mound,PM,47,41-45,23/10/2009,19:50:30,-11.700496,51.452068,19:55:30,-11.70047,51.450783,149.77,3.72,557.7,736.53,0,0,0,100,NA,NA,2,0.26,0,0,0,1,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.61
Belgica Mound,PM,47,46-50,23/10/2009,19:55:30,-11.70047,51.450783,20:00:30,-11.698488,51.448608,285.01,1.9,541.21,720.46,0,0,0,80,NA,NA,4,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0,0,0,0,0,5,0.53
Belgica Mound,PM,47,51-55,23/10/2009,20:00:30,-11.698488,51.448608,20:05:30,-11.698101,51.448231,112.48,1.77,199.63,691.88,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,20.53,0,0,0,0,0,0,0,0,0,0,1,20.53
Belgica Mound,PM,47,56-60,23/10/2009,20:05:30,-11.698101,51.448231,20:10:30,-11.700665,51.447519,197.84,1.67,329.58,697.5,0,0,0,60,NA,NA,4,0.38,0,0,0,0,0,0,0,0,0,0,0,1,0.43,0,0,0,0,0,0,0,0,5,0.81
Belgica Mound,PM,47,61-65,23/10/2009,20:10:30,-11.700665,51.447519,20:15:30,-11.703987,51.447247,233.12,2.29,533.37,725.57,0,0,0,100,NA,NA,1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.35
Belgica Mound,PM,47,66-70,23/10/2009,20:15:30,-11.703987,51.447247,20:20:30,-11.707227,51.447183,224.68,2.6,584.49,763.11,0,0,0,100,NA,NA,5,0.83,0,0,0,1,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.29
Belgica Mound,PM,47,71-75,23/10/2009,20:20:30,-11.707227,51.447183,20:25:30,-11.710308,51.447079,214.01,1.96,418.99,788.76,0,0,0,100,NA,NA,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
Belgica Mound,PM,47,76-80,23/10/2009,20:25:30,-11.710308,51.447079,20:30:30,-11.713573,51.446997,227.52,2.37,540.1,817.77,0,0,0,100,NA,NA,4,0.28,0,0,0,1,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.12
Belgica Mound,PM,47,81-85,23/10/2009,20:30:30,-11.713573,51.446997,20:35:30,-11.71655,51.447026,206.54,2.222,459.16,839.72,0,0,0,100,NA,NA,2,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25
Belgica Mound,GM,59,1-5,25/10/2009,19:18:36,-11.747364,51.454212,19:23:37,-11.749101,51.454279,121.31,3.01,365.68,863.77,23.6,59.2,83.4,16.6,0,0,4,0.31,1,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.43
